AQI,PM2.5,PM10,NO2,SO2,CO,O3,City_Label
150.0,82.5,162.0,124.5,171.0,1.58,142.5,-1
151.0,83.05,163.08,125.33,172.14,1.59,143.45,-1
171.0,94.05,184.68,141.93,194.94,1.8,162.45,-1
168.0,92.4,181.44,139.44,191.52,1.76,159.6,-1
154.0,84.7,166.32,127.82,175.56,1.62,146.3,-1
125.0,68.75,135.0,103.75,142.5,1.31,118.75,-1
148.0,81.4,159.84,122.84,168.72,1.55,140.6,-1
129.0,70.95,139.32,107.07,147.06,1.35,122.55,-1
118.0,64.9,127.44,97.94,134.52,1.24,112.1,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
166.0,91.3,179.28,137.78,189.24,1.74,157.7,-1
138.0,75.9,149.04,114.54,157.32,1.45,131.1,-1
97.0,53.35,104.76,80.51,110.58,1.02,92.15,-1
81.0,44.55,87.48,67.23,92.34,0.85,76.95,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
61.0,33.55,65.88,50.63,69.54,0.64,57.95,-1
98.0,53.9,105.84,81.34,111.72,1.03,93.1,-1
115.0,63.25,124.2,95.45,131.1,1.21,109.25,-1
116.0,63.8,125.28,96.28,132.24,1.22,110.2,-1
93.0,51.15,100.44,77.19,106.02,0.98,88.35,-1
79.0,43.45,85.32,65.57,90.06,0.83,75.05,-1
82.0,45.1,88.56,68.06,93.48,0.86,77.9,-1
142.0,78.1,153.36,117.86,161.88,1.49,134.9,-1
152.0,83.6,164.16,126.16,173.28,1.6,144.4,-1
142.0,78.1,153.36,117.86,161.88,1.49,134.9,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
134.0,73.7,144.72,111.22,152.76,1.41,127.3,-1
111.0,61.05,119.88,92.13,126.54,1.17,105.45,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
75.0,41.25,81.0,62.25,85.5,0.79,71.25,-1
78.0,42.9,84.24,64.74,88.92,0.82,74.1,-1
85.0,46.75,91.8,70.55,96.9,0.89,80.75,-1
79.0,43.45,85.32,65.57,90.06,0.83,75.05,-1
115.0,63.25,124.2,95.45,131.1,1.21,109.25,-1
128.0,70.4,138.24,106.24,145.92,1.34,121.6,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
129.0,70.95,139.32,107.07,147.06,1.35,122.55,-1
120.0,66.0,129.6,99.6,136.8,1.26,114.0,-1
104.0,57.2,112.32,86.32,118.56,1.09,98.8,-1
128.0,70.4,138.24,106.24,145.92,1.34,121.6,-1
131.0,72.05,141.48,108.73,149.34,1.38,124.45,-1
131.0,72.05,141.48,108.73,149.34,1.38,124.45,-1
91.0,50.05,98.28,75.53,103.74,0.96,86.45,-1
74.0,40.7,79.92,61.42,84.36,0.78,70.3,-1
77.0,42.35,83.16,63.91,87.78,0.81,73.15,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
70.0,38.5,75.6,58.1,79.8,0.74,66.5,-1
80.0,44.0,86.4,66.4,91.2,0.84,76.0,-1
80.0,44.0,86.4,66.4,91.2,0.84,76.0,-1
79.0,43.45,85.32,65.57,90.06,0.83,75.05,-1
82.0,45.1,88.56,68.06,93.48,0.86,77.9,-1
66.0,36.3,71.28,54.78,75.24,0.69,62.7,-1
75.0,41.25,81.0,62.25,85.5,0.79,71.25,-1
96.0,52.8,103.68,79.68,109.44,1.01,91.2,-1
128.0,70.4,138.24,106.24,145.92,1.34,121.6,-1
145.0,79.75,156.6,120.35,165.3,1.52,137.75,-1
142.0,78.1,153.36,117.86,161.88,1.49,134.9,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
124.0,68.2,133.92,102.92,141.36,1.3,117.8,-1
113.0,62.15,122.04,93.79,128.82,1.19,107.35,-1
119.0,65.45,128.52,98.77,135.66,1.25,113.05,-1
91.0,50.05,98.28,75.53,103.74,0.96,86.45,-1
82.0,45.1,88.56,68.06,93.48,0.86,77.9,-1
71.0,39.05,76.68,58.93,80.94,0.75,67.45,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
72.0,39.6,77.76,59.76,82.08,0.76,68.4,-1
88.0,48.4,95.04,73.04,100.32,0.92,83.6,-1
116.0,63.8,125.28,96.28,132.24,1.22,110.2,-1
103.0,56.65,111.24,85.49,117.42,1.08,97.85,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
92.0,50.6,99.36,76.36,104.88,0.97,87.4,-1
97.0,53.35,104.76,80.51,110.58,1.02,92.15,-1
97.0,53.35,104.76,80.51,110.58,1.02,92.15,-1
112.0,61.6,120.96,92.96,127.68,1.18,106.4,-1
118.0,64.9,127.44,97.94,134.52,1.24,112.1,-1
90.0,49.5,97.2,74.7,102.6,0.95,85.5,-1
83.0,45.65,89.64,68.89,94.62,0.87,78.85,-1
72.0,39.6,77.76,59.76,82.08,0.76,68.4,-1
71.0,39.05,76.68,58.93,80.94,0.75,67.45,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
63.0,34.65,68.04,52.29,71.82,0.66,59.85,-1
75.0,41.25,81.0,62.25,85.5,0.79,71.25,-1
76.0,41.8,82.08,63.08,86.64,0.8,72.2,-1
75.0,41.25,81.0,62.25,85.5,0.79,71.25,-1
80.0,44.0,86.4,66.4,91.2,0.84,76.0,-1
66.0,36.3,71.28,54.78,75.24,0.69,62.7,-1
67.0,36.85,72.36,55.61,76.38,0.7,63.65,-1
66.0,36.3,71.28,54.78,75.24,0.69,62.7,-1
86.0,47.3,92.88,71.38,98.04,0.9,81.7,-1
75.0,41.25,81.0,62.25,85.5,0.79,71.25,-1
90.0,49.5,97.2,74.7,102.6,0.95,85.5,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
70.0,38.5,75.6,58.1,79.8,0.74,66.5,-1
64.0,35.2,69.12,53.12,72.96,0.67,60.8,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
67.0,36.85,72.36,55.61,76.38,0.7,63.65,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
79.0,43.45,85.32,65.57,90.06,0.83,75.05,-1
73.0,40.15,78.84,60.59,83.22,0.77,69.35,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
84.0,46.2,90.72,69.72,95.76,0.88,79.8,-1
98.0,53.9,105.84,81.34,111.72,1.03,93.1,-1
73.0,40.15,78.84,60.59,83.22,0.77,69.35,-1
67.0,36.85,72.36,55.61,76.38,0.7,63.65,-1
66.0,36.3,71.28,54.78,75.24,0.69,62.7,-1
62.0,34.1,66.96,51.46,70.68,0.65,58.9,-1
47.0,25.85,50.76,39.01,53.58,0.49,44.65,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
63.0,34.65,68.04,52.29,71.82,0.66,59.85,-1
52.0,28.6,56.16,43.16,59.28,0.55,49.4,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
58.0,31.9,62.64,48.14,66.12,0.61,55.1,-1
66.0,36.3,71.28,54.78,75.24,0.69,62.7,-1
74.0,40.7,79.92,61.42,84.36,0.78,70.3,-1
72.0,39.6,77.76,59.76,82.08,0.76,68.4,-1
71.0,39.05,76.68,58.93,80.94,0.75,67.45,-1
74.0,40.7,79.92,61.42,84.36,0.78,70.3,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
57.0,31.35,61.56,47.31,64.98,0.6,54.15,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
54.0,29.7,58.32,44.82,61.56,0.57,51.3,-1
53.0,29.15,57.24,43.99,60.42,0.56,50.35,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
55.0,30.25,59.4,45.65,62.7,0.58,52.25,-1
58.0,31.9,62.64,48.14,66.12,0.61,55.1,-1
51.0,28.05,55.08,42.33,58.14,0.54,48.45,-1
73.0,40.15,78.84,60.59,83.22,0.77,69.35,-1
73.0,40.15,78.84,60.59,83.22,0.77,69.35,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
67.0,36.85,72.36,55.61,76.38,0.7,63.65,-1
54.0,29.7,58.32,44.82,61.56,0.57,51.3,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
78.0,42.9,84.24,64.74,88.92,0.82,74.1,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
56.0,30.8,60.48,46.48,63.84,0.59,53.2,-1
57.0,31.35,61.56,47.31,64.98,0.6,54.15,-1
58.0,31.9,62.64,48.14,66.12,0.61,55.1,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
72.0,39.6,77.76,59.76,82.08,0.76,68.4,-1
65.0,35.75,70.2,53.95,74.1,0.68,61.75,-1
101.0,55.55,109.08,83.83,115.14,1.06,95.95,-1
104.0,57.2,112.32,86.32,118.56,1.09,98.8,-1
108.0,59.4,116.64,89.64,123.12,1.13,102.6,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
110.0,60.5,118.8,91.3,125.4,1.16,104.5,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
83.0,45.65,89.64,68.89,94.62,0.87,78.85,-1
86.0,47.3,92.88,71.38,98.04,0.9,81.7,-1
84.0,46.2,90.72,69.72,95.76,0.88,79.8,-1
81.0,44.55,87.48,67.23,92.34,0.85,76.95,-1
56.0,30.8,60.48,46.48,63.84,0.59,53.2,-1
69.0,37.95,74.52,57.27,78.66,0.72,65.55,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
56.0,30.8,60.48,46.48,63.84,0.59,53.2,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
32.0,17.6,34.56,26.56,36.48,0.34,30.4,-1
42.0,23.1,45.36,34.86,47.88,0.44,39.9,-1
62.0,34.1,66.96,51.46,70.68,0.65,58.9,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
53.0,29.15,57.24,43.99,60.42,0.56,50.35,-1
53.0,29.15,57.24,43.99,60.42,0.56,50.35,-1
47.0,25.85,50.76,39.01,53.58,0.49,44.65,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
42.0,23.1,45.36,34.86,47.88,0.44,39.9,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
29.0,15.95,31.32,24.07,33.06,0.3,27.55,-1
35.0,19.25,37.8,29.05,39.9,0.37,33.25,-1
39.0,21.45,42.12,32.37,44.46,0.41,37.05,-1
55.0,30.25,59.4,45.65,62.7,0.58,52.25,-1
58.0,31.9,62.64,48.14,66.12,0.61,55.1,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
54.0,29.7,58.32,44.82,61.56,0.57,51.3,-1
44.0,24.2,47.52,36.52,50.16,0.46,41.8,-1
44.0,24.2,47.52,36.52,50.16,0.46,41.8,-1
47.0,25.85,50.76,39.01,53.58,0.49,44.65,-1
39.0,21.45,42.12,32.37,44.46,0.41,37.05,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
32.0,17.6,34.56,26.56,36.48,0.34,30.4,-1
40.0,22.0,43.2,33.2,45.6,0.42,38.0,-1
37.0,20.35,39.96,30.71,42.18,0.39,35.15,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
37.0,20.35,39.96,30.71,42.18,0.39,35.15,-1
36.0,19.8,38.88,29.88,41.04,0.38,34.2,-1
26.0,14.3,28.08,21.58,29.64,0.27,24.7,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
42.0,23.1,45.36,34.86,47.88,0.44,39.9,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
44.0,24.2,47.52,36.52,50.16,0.46,41.8,-1
40.0,22.0,43.2,33.2,45.6,0.42,38.0,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
45.0,24.75,48.6,37.35,51.3,0.47,42.75,-1
37.0,20.35,39.96,30.71,42.18,0.39,35.15,-1
40.0,22.0,43.2,33.2,45.6,0.42,38.0,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
43.0,23.65,46.44,35.69,49.02,0.45,40.85,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
40.0,22.0,43.2,33.2,45.6,0.42,38.0,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
40.0,22.0,43.2,33.2,45.6,0.42,38.0,-1
26.0,14.3,28.08,21.58,29.64,0.27,24.7,-1
26.0,14.3,28.08,21.58,29.64,0.27,24.7,-1
27.0,14.85,29.16,22.41,30.78,0.28,25.65,-1
28.0,15.4,30.24,23.24,31.92,0.29,26.6,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
45.0,24.75,48.6,37.35,51.3,0.47,42.75,-1
36.0,19.8,38.88,29.88,41.04,0.38,34.2,-1
32.0,17.6,34.56,26.56,36.48,0.34,30.4,-1
35.0,19.25,37.8,29.05,39.9,0.37,33.25,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
29.0,15.95,31.32,24.07,33.06,0.3,27.55,-1
26.0,14.3,28.08,21.58,29.64,0.27,24.7,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
32.0,17.6,34.56,26.56,36.48,0.34,30.4,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
32.0,17.6,34.56,26.56,36.48,0.34,30.4,-1
30.0,16.5,32.4,24.9,34.2,0.32,28.5,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
31.0,17.05,33.48,25.73,35.34,0.33,29.45,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
49.0,26.95,52.92,40.67,55.86,0.51,46.55,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
35.0,19.25,37.8,29.05,39.9,0.37,33.25,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
63.0,34.65,68.04,52.29,71.82,0.66,59.85,-1
59.0,32.45,63.72,48.97,67.26,0.62,56.05,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
47.0,25.85,50.76,39.01,53.58,0.49,44.65,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
82.0,45.1,88.56,68.06,93.48,0.86,77.9,-1
83.0,45.65,89.64,68.89,94.62,0.87,78.85,-1
55.0,30.25,59.4,45.65,62.7,0.58,52.25,-1
52.0,28.6,56.16,43.16,59.28,0.55,49.4,-1
46.0,25.3,49.68,38.18,52.44,0.48,43.7,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
43.0,23.65,46.44,35.69,49.02,0.45,40.85,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
44.0,24.2,47.52,36.52,50.16,0.46,41.8,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
49.0,26.95,52.92,40.67,55.86,0.51,46.55,-1
50.0,27.5,54.0,41.5,57.0,0.53,47.5,-1
35.0,19.25,37.8,29.05,39.9,0.37,33.25,-1
35.0,19.25,37.8,29.05,39.9,0.37,33.25,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
36.0,19.8,38.88,29.88,41.04,0.38,34.2,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
34.0,18.7,36.72,28.22,38.76,0.36,32.3,-1
38.0,20.9,41.04,31.54,43.32,0.4,36.1,-1
51.0,28.05,55.08,42.33,58.14,0.54,48.45,-1
74.0,40.7,79.92,61.42,84.36,0.78,70.3,-1
71.0,39.05,76.68,58.93,80.94,0.75,67.45,-1
70.0,38.5,75.6,58.1,79.8,0.74,66.5,-1
86.0,47.3,92.88,71.38,98.04,0.9,81.7,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
87.0,47.85,93.96,72.21,99.18,0.91,82.65,-1
103.0,56.65,111.24,85.49,117.42,1.08,97.85,-1
107.0,58.85,115.56,88.81,121.98,1.12,101.65,-1
102.0,56.1,110.16,84.66,116.28,1.07,96.9,-1
104.0,57.2,112.32,86.32,118.56,1.09,98.8,-1
62.0,34.1,66.96,51.46,70.68,0.65,58.9,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
45.0,24.75,48.6,37.35,51.3,0.47,42.75,-1
43.0,23.65,46.44,35.69,49.02,0.45,40.85,-1
33.0,18.15,35.64,27.39,37.62,0.35,31.35,-1
41.0,22.55,44.28,34.03,46.74,0.43,38.95,-1
51.0,28.05,55.08,42.33,58.14,0.54,48.45,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
48.0,26.4,51.84,39.84,54.72,0.5,45.6,-1
63.0,34.65,68.04,52.29,71.82,0.66,59.85,-1
79.0,43.45,85.32,65.57,90.06,0.83,75.05,-1
84.0,46.2,90.72,69.72,95.76,0.88,79.8,-1
143.0,78.65,154.44,118.69,163.02,1.5,135.85,-1
168.0,92.4,181.44,139.44,191.52,1.76,159.6,-1
150.0,82.5,162.0,124.5,171.0,1.58,142.5,-1
134.0,73.7,144.72,111.22,152.76,1.41,127.3,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
139.0,76.45,150.12,115.37,158.46,1.46,132.05,-1
126.0,69.3,136.08,104.58,143.64,1.32,119.7,-1
145.0,79.75,156.6,120.35,165.3,1.52,137.75,-1
157.0,86.35,169.56,130.31,178.98,1.65,149.15,-1
170.0,93.5,183.6,141.1,193.8,1.79,161.5,-1
162.0,89.1,174.96,134.46,184.68,1.7,153.9,-1
163.0,89.65,176.04,135.29,185.82,1.71,154.85,-1
167.0,91.85,180.36,138.61,190.38,1.75,158.65,-1
155.0,85.25,167.4,128.65,176.7,1.63,147.25,-1
150.0,82.5,162.0,124.5,171.0,1.58,142.5,-1
141.0,77.55,152.28,117.03,160.74,1.48,133.95,-1
161.0,88.55,173.88,133.63,183.54,1.69,152.95,-1
143.0,78.65,154.44,118.69,163.02,1.5,135.85,-1
149.0,81.95,160.92,123.67,169.86,1.56,141.55,-1
170.0,93.5,183.6,141.1,193.8,1.79,161.5,-1
151.0,83.05,163.08,125.33,172.14,1.59,143.45,-1
87.0,47.85,93.96,72.21,99.18,0.91,82.65,-1
58.0,31.9,62.64,48.14,66.12,0.61,55.1,-1
97.0,53.35,104.76,80.51,110.58,1.02,92.15,-1
108.0,59.4,116.64,89.64,123.12,1.13,102.6,-1
89.0,48.95,96.12,73.87,101.46,0.93,84.55,-1
98.0,53.9,105.84,81.34,111.72,1.03,93.1,-1
84.0,46.2,90.72,69.72,95.76,0.88,79.8,-1
60.0,33.0,64.8,49.8,68.4,0.63,57.0,-1
62.0,34.1,66.96,51.46,70.68,0.65,58.9,-1
70.0,38.5,75.6,58.1,79.8,0.74,66.5,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
124.0,68.2,133.92,102.92,141.36,1.3,117.8,-1
132.0,72.6,142.56,109.56,150.48,1.39,125.4,-1
125.0,68.75,135.0,103.75,142.5,1.31,118.75,-1
71.0,39.05,76.68,58.93,80.94,0.75,67.45,-1
86.0,47.3,92.88,71.38,98.04,0.9,81.7,-1
78.0,42.9,84.24,64.74,88.92,0.82,74.1,-1
74.0,40.7,79.92,61.42,84.36,0.78,70.3,-1
95.0,52.25,102.6,78.85,108.3,1.0,90.25,-1
96.0,52.8,103.68,79.68,109.44,1.01,91.2,-1
97.0,53.35,104.76,80.51,110.58,1.02,92.15,-1
98.0,53.9,105.84,81.34,111.72,1.03,93.1,-1
99.0,54.45,106.92,82.17,112.86,1.04,94.05,-1
100.0,55.0,108.0,83.0,114.0,1.05,95.0,-1
101.0,55.55,109.08,83.83,115.14,1.06,95.95,-1
102.0,56.1,110.16,84.66,116.28,1.07,96.9,-1
103.0,56.65,111.24,85.49,117.42,1.08,97.85,-1
104.0,57.2,112.32,86.32,118.56,1.09,98.8,-1
105.0,57.75,113.4,87.15,119.7,1.1,99.75,-1
106.0,58.3,114.48,87.98,120.84,1.11,100.7,-1
107.0,58.85,115.56,88.81,121.98,1.12,101.65,-1
108.0,59.4,116.64,89.64,123.12,1.13,102.6,-1
109.0,59.95,117.72,90.47,124.26,1.14,103.55,-1
110.0,60.5,118.8,91.3,125.4,1.16,104.5,-1
111.0,61.05,119.88,92.13,126.54,1.17,105.45,-1
112.0,61.6,120.96,92.96,127.68,1.18,106.4,-1
113.0,62.15,122.04,93.79,128.82,1.19,107.35,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
115.0,63.25,124.2,95.45,131.1,1.21,109.25,-1
116.0,63.8,125.28,96.28,132.24,1.22,110.2,-1
117.0,64.35,126.36,97.11,133.38,1.23,111.15,-1
118.0,64.9,127.44,97.94,134.52,1.24,112.1,-1
119.0,65.45,128.52,98.77,135.66,1.25,113.05,-1
120.0,66.0,129.6,99.6,136.8,1.26,114.0,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
122.0,67.1,131.76,101.26,139.08,1.28,115.9,-1
123.0,67.65,132.84,102.09,140.22,1.29,116.85,-1
124.0,68.2,133.92,102.92,141.36,1.3,117.8,-1
125.0,68.75,135.0,103.75,142.5,1.31,118.75,-1
126.0,69.3,136.08,104.58,143.64,1.32,119.7,-1
188.0,103.4,203.04,156.04,214.32,1.97,178.6,-1
184.0,101.2,198.72,152.72,209.76,1.93,174.8,-1
192.0,105.6,207.36,159.36,218.88,2.02,182.4,-1
142.0,78.1,153.36,117.86,161.88,1.49,134.9,-1
106.0,58.3,114.48,87.98,120.84,1.11,100.7,-1
102.0,56.1,110.16,84.66,116.28,1.07,96.9,-1
86.0,47.3,92.88,71.38,98.04,0.9,81.7,-1
141.0,77.55,152.28,117.03,160.74,1.48,133.95,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
85.0,46.75,91.8,70.55,96.9,0.89,80.75,-1
144.0,79.2,155.52,119.52,164.16,1.51,136.8,-1
163.0,89.65,176.04,135.29,185.82,1.71,154.85,-1
151.0,83.05,163.08,125.33,172.14,1.59,143.45,-1
143.0,78.65,154.44,118.69,163.02,1.5,135.85,-1
154.0,84.7,166.32,127.82,175.56,1.62,146.3,-1
156.0,85.8,168.48,129.48,177.84,1.64,148.2,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
94.0,51.7,101.52,78.02,107.16,0.99,89.3,-1
122.0,67.1,131.76,101.26,139.08,1.28,115.9,-1
106.0,58.3,114.48,87.98,120.84,1.11,100.7,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
141.0,77.55,152.28,117.03,160.74,1.48,133.95,-1
140.0,77.0,151.2,116.2,159.6,1.47,133.0,-1
120.0,66.0,129.6,99.6,136.8,1.26,114.0,-1
109.0,59.95,117.72,90.47,124.26,1.14,103.55,-1
99.0,54.45,106.92,82.17,112.86,1.04,94.05,-1
103.0,56.65,111.24,85.49,117.42,1.08,97.85,-1
120.0,66.0,129.6,99.6,136.8,1.26,114.0,-1
116.0,63.8,125.28,96.28,132.24,1.22,110.2,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
144.0,79.2,155.52,119.52,164.16,1.51,136.8,-1
149.0,81.95,160.92,123.67,169.86,1.56,141.55,-1
142.0,78.1,153.36,117.86,161.88,1.49,134.9,-1
144.0,79.2,155.52,119.52,164.16,1.51,136.8,-1
125.0,68.75,135.0,103.75,142.5,1.31,118.75,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
149.0,81.95,160.92,123.67,169.86,1.56,141.55,-1
131.0,72.05,141.48,108.73,149.34,1.38,124.45,-1
152.0,83.6,164.16,126.16,173.28,1.6,144.4,-1
154.0,84.7,166.32,127.82,175.56,1.62,146.3,-1
129.0,70.95,139.32,107.07,147.06,1.35,122.55,-1
99.0,54.45,106.92,82.17,112.86,1.04,94.05,-1
114.0,62.7,123.12,94.62,129.96,1.2,108.3,-1
105.0,57.75,113.4,87.15,119.7,1.1,99.75,-1
95.0,52.25,102.6,78.85,108.3,1.0,90.25,-1
111.0,61.05,119.88,92.13,126.54,1.17,105.45,-1
112.0,61.6,120.96,92.96,127.68,1.18,106.4,-1
106.0,58.3,114.48,87.98,120.84,1.11,100.7,-1
112.0,61.6,120.96,92.96,127.68,1.18,106.4,-1
105.0,57.75,113.4,87.15,119.7,1.1,99.75,-1
80.0,44.0,86.4,66.4,91.2,0.84,76.0,-1
104.0,57.2,112.32,86.32,118.56,1.09,98.8,-1
143.0,78.65,154.44,118.69,163.02,1.5,135.85,-1
150.0,82.5,162.0,124.5,171.0,1.58,142.5,-1
131.0,72.05,141.48,108.73,149.34,1.38,124.45,-1
135.0,74.25,145.8,112.05,153.9,1.42,128.25,-1
148.0,81.4,159.84,122.84,168.72,1.55,140.6,-1
150.0,82.5,162.0,124.5,171.0,1.58,142.5,-1
128.0,70.4,138.24,106.24,145.92,1.34,121.6,-1
121.0,66.55,130.68,100.43,137.94,1.27,114.95,-1
131.0,72.05,141.48,108.73,149.34,1.38,124.45,-1
143.0,78.65,154.44,118.69,163.02,1.5,135.85,-1
103.0,56.65,111.24,85.49,117.42,1.08,97.85,-1
105.0,57.75,113.4,87.15,119.7,1.1,99.75,-1
122.0,67.1,131.76,101.26,139.08,1.28,115.9,-1
115.0,63.25,124.2,95.45,131.1,1.21,109.25,-1
106.0,58.3,114.48,87.98,120.84,1.11,100.7,-1
111.0,61.05,119.88,92.13,126.54,1.17,105.45,-1
109.0,59.95,117.72,90.47,124.26,1.14,103.55,-1
68.0,37.4,73.44,56.44,77.52,0.71,64.6,-1
80.0,44.0,86.4,66.4,91.2,0.84,76.0,-1
